target,source,flow,source_lat,source_lon,target_lat,target_lon
53071,53047,16,48.5488,-119.7408,46.2297,-118.4786
53073,53047,58,48.5488,-119.7408,48.8256,-121.7206
53075,53047,55,48.5488,-119.7408,46.9013,-117.523
41005,53049,32,46.5553,-123.7047,45.1879,-122.2203
41007,53049,52,46.5553,-123.7047,45.9948,-123.6562
41045,53049,15,46.5553,-123.7047,43.1935,-117.6231
41047,53049,2,46.5553,-123.7047,44.9032,-122.5846
41051,53049,7,46.5553,-123.7047,45.5465,-122.4147
16035,53049,4,46.5553,-123.7047,46.6736,-115.6564
16039,53049,60,46.5553,-123.7047,43.3538,-115.4695
53001,53049,8,46.5553,-123.7047,46.9837,-118.5604
53009,53049,53,46.5553,-123.7047,48.0491,-123.9274
53011,53049,60,46.5553,-123.7047,45.7793,-122.4826
53015,53049,74,46.5553,-123.7047,46.1935,-122.6809
53017,53049,2,46.5553,-123.7047,47.7363,-119.6915
53027,53049,321,46.5553,-123.7047,47.1498,-123.7732
53029,53049,33,46.5553,-123.7047,48.1638,-122.5494
53031,53049,44,46.5553,-123.7047,47.749,-123.5939
53033,53049,14,46.5553,-123.7047,47.49,-121.8065
53039,53049,152,46.5553,-123.7047,45.8735,-120.7888
53041,53049,119,46.5553,-123.7047,46.5775,-122.3919
53045,53049,1,46.5553,-123.7047,47.348,-123.1921
53047,53049,2,46.5553,-123.7047,48.5488,-119.7408
53051,53049,30,46.5553,-123.7047,48.5324,-117.2739
53053,53049,34,46.5553,-123.7047,47.0267,-122.1116
53055,53049,13,46.5553,-123.7047,48.5786,-122.9535
53057,53049,14,46.5553,-123.7047,48.4795,-121.7327
53061,53049,47,46.5553,-123.7047,48.0476,-121.6979
53063,53049,34,46.5553,-123.7047,47.6207,-117.404
53067,53049,14,46.5553,-123.7047,46.9268,-122.8328
53069,53049,19,46.5553,-123.7047,46.2923,-123.4246
53071,53049,5,46.5553,-123.7047,46.2297,-118.4786
53073,53049,38,46.5553,-123.7047,48.8256,-121.7206
53075,53049,16,46.5553,-123.7047,46.9013,-117.523
16017,53051,50,48.5324,-117.2739,48.3001,-116.6014
16021,53051,8,48.5324,-117.2739,48.7669,-116.4628
16027,53051,15,48.5324,-117.2739,43.6249,-116.7093
16055,53051,46,48.5324,-117.2739,47.6743,-116.7018
16079,53051,3,48.5324,-117.2739,47.3532,-115.8925
53011,53051,10,48.5324,-117.2739,45.7793,-122.4826
53015,53051,38,48.5324,-117.2739,46.1935,-122.6809
53033,53051,18,48.5324,-117.2739,47.49,-121.8065
53043,53051,1,48.5324,-117.2739,47.5763,-118.4187
53055,53051,3,48.5324,-117.2739,48.5786,-122.9535
53061,53051,2,48.5324,-117.2739,48.0476,-121.6979
53063,53051,152,48.5324,-117.2739,47.6207,-117.404
53065,53051,38,48.5324,-117.2739,48.3989,-117.8551
53071,53051,15,48.5324,-117.2739,46.2297,-118.4786
53073,53051,7,48.5324,-117.2739,48.8256,-121.7206
41005,53053,144,47.0267,-122.1116,45.1879,-122.2203
41007,53053,18,47.0267,-122.1116,45.9948,-123.6562
41009,53053,30,47.0267,-122.1116,45.9437,-123.0891
41017,53053,36,47.0267,-122.1116,43.9146,-121.2269
41029,53053,166,47.0267,-122.1116,42.4321,-122.7283
41033,53053,76,47.0267,-122.1116,42.3652,-123.5556
41035,53053,8,47.0267,-122.1116,42.6863,-121.65
41039,53053,161,47.0267,-122.1116,43.9386,-122.8473
41041,53053,37,47.0267,-122.1116,44.6418,-123.8681
41043,53053,40,47.0267,-122.1116,44.4887,-122.5341
41045,53053,1,47.0267,-122.1116,43.1935,-117.6231
41047,53053,231,47.0267,-122.1116,44.9032,-122.5846
41051,53053,217,47.0267,-122.1116,45.5465,-122.4147
41053,53053,27,47.0267,-122.1116,44.9035,-123.4131
41061,53053,5,47.0267,-122.1116,45.3105,-118.009
41065,53053,6,47.0267,-122.1116,45.1602,-121.1676
41067,53053,144,47.0267,-122.1116,45.5598,-123.0983
41071,53053,126,47.0267,-122.1116,45.2326,-123.3078
16001,53053,196,47.0267,-122.1116,43.4508,-116.2413
16005,53053,106,47.0267,-122.1116,42.6683,-112.2244
16009,53053,9,47.0267,-122.1116,47.2169,-116.6588
16015,53053,6,47.0267,-122.1116,43.9891,-115.7302
16017,53053,19,47.0267,-122.1116,48.3001,-116.6014
16027,53053,9,47.0267,-122.1116,43.6249,-116.7093
16031,53053,5,47.0267,-122.1116,42.2838,-113.6012
16035,53053,20,47.0267,-122.1116,46.6736,-115.6564
16037,53053,17,47.0267,-122.1116,44.2414,-114.2816
16039,53053,4,47.0267,-122.1116,43.3538,-115.4695
16055,53053,69,47.0267,-122.1116,47.6743,-116.7018
16057,53053,34,47.0267,-122.1116,46.8156,-116.7116
16061,53053,6,47.0267,-122.1116,46.237,-116.4262
16069,53053,95,47.0267,-122.1116,46.327,-116.7499
16079,53053,27,47.0267,-122.1116,47.3532,-115.8925
16083,53053,4,47.0267,-122.1116,42.3562,-114.6682
53001,53053,6,47.0267,-122.1116,46.9837,-118.5604
53003,53053,23,47.0267,-122.1116,46.1918,-117.2027
53005,53053,271,47.0267,-122.1116,46.2396,-119.5112
53007,53053,39,47.0267,-122.1116,47.8692,-120.6189
53009,53053,276,47.0267,-122.1116,48.0491,-123.9274
53011,53053,361,47.0267,-122.1116,45.7793,-122.4826
53013,53053,5,47.0267,-122.1116,46.2971,-117.9067
53015,53053,177,47.0267,-122.1116,46.1935,-122.6809
53017,53053,127,47.0267,-122.1116,47.7363,-119.6915
53019,53053,2,47.0267,-122.1116,48.4704,-118.5165
53021,53053,161,47.0267,-122.1116,46.535,-118.8986
53025,53053,39,47.0267,-122.1116,47.2056,-119.4516
53027,53053,314,47.0267,-122.1116,47.1498,-123.7732
53029,53053,272,47.0267,-122.1116,48.1638,-122.5494
53031,53053,124,47.0267,-122.1116,47.749,-123.5939
53033,53053,"10,455",47.0267,-122.1116,47.49,-121.8065
53035,53053,"1,336",47.0267,-122.1116,47.6134,-122.6734
53037,53053,374,47.0267,-122.1116,47.1245,-120.6796
53039,53053,10,47.0267,-122.1116,45.8735,-120.7888
53041,53053,220,47.0267,-122.1116,46.5775,-122.3919
53043,53053,61,47.0267,-122.1116,47.5763,-118.4187
53045,53053,434,47.0267,-122.1116,47.348,-123.1921
53047,53053,21,47.0267,-122.1116,48.5488,-119.7408
53049,53053,88,47.0267,-122.1116,46.5553,-123.7047
53051,53053,11,47.0267,-122.1116,48.5324,-117.2739
53055,53053,9,47.0267,-122.1116,48.5786,-122.9535
53057,53053,521,47.0267,-122.1116,48.4795,-121.7327
53059,53053,19,47.0267,-122.1116,46.0226,-121.9148
53061,53053,"1,488",47.0267,-122.1116,48.0476,-121.6979
53063,53053,794,47.0267,-122.1116,47.6207,-117.404
53065,53053,9,47.0267,-122.1116,48.3989,-117.8551
53067,53053,"3,780",47.0267,-122.1116,46.9268,-122.8328
53071,53053,153,47.0267,-122.1116,46.2297,-118.4786
53073,53053,423,47.0267,-122.1116,48.8256,-121.7206
53075,53053,516,47.0267,-122.1116,46.9013,-117.523
53077,53053,192,47.0267,-122.1116,46.4568,-120.7387
41051,53055,48,48.5786,-122.9535,45.5465,-122.4147
16073,53055,11,48.5786,-122.9535,42.5814,-116.1699
53009,53055,12,48.5786,-122.9535,48.0491,-123.9274
53011,53055,19,48.5786,-122.9535,45.7793,-122.4826
53027,53055,18,48.5786,-122.9535,47.1498,-123.7732
53033,53055,137,48.5786,-122.9535,47.49,-121.8065
53057,53055,162,48.5786,-122.9535,48.4795,-121.7327
53061,53055,44,48.5786,-122.9535,48.0476,-121.6979
53063,53055,23,48.5786,-122.9535,47.6207,-117.404
53069,53055,4,48.5786,-122.9535,46.2923,-123.4246
53071,53055,12,48.5786,-122.9535,46.2297,-118.4786
53073,53055,51,48.5786,-122.9535,48.8256,-121.7206
53075,53055,19,48.5786,-122.9535,46.9013,-117.523
41007,53057,86,48.4795,-121.7327,45.9948,-123.6562
41013,53057,18,48.4795,-121.7327,44.1422,-120.356
41037,53057,6,48.4795,-121.7327,42.793,-120.3872
41047,53057,17,48.4795,-121.7327,44.9032,-122.5846
41051,53057,57,48.4795,-121.7327,45.5465,-122.4147
41053,53057,9,48.4795,-121.7327,44.9035,-123.4131
41071,53057,2,48.4795,-121.7327,45.2326,-123.3078
16001,53057,3,48.4795,-121.7327,43.4508,-116.2413
16009,53057,6,48.4795,-121.7327,47.2169,-116.6588
16055,53057,84,48.4795,-121.7327,47.6743,-116.7018
53001,53057,36,48.4795,-121.7327,46.9837,-118.5604
53005,53057,13,48.4795,-121.7327,46.2396,-119.5112
53007,53057,34,48.4795,-121.7327,47.8692,-120.6189
53011,53057,21,48.4795,-121.7327,45.7793,-122.4826
53015,53057,1,48.4795,-121.7327,46.1935,-122.6809
53017,53057,1,48.4795,-121.7327,47.7363,-119.6915
53019,53057,5,48.4795,-121.7327,48.4704,-118.5165
53021,53057,13,48.4795,-121.7327,46.535,-118.8986
53029,53057,746,48.4795,-121.7327,48.1638,-122.5494
53031,53057,15,48.4795,-121.7327,47.749,-123.5939
53033,53057,442,48.4795,-121.7327,47.49,-121.8065
53035,53057,58,48.4795,-121.7327,47.6134,-122.6734
53037,53057,24,48.4795,-121.7327,47.1245,-120.6796
53041,53057,29,48.4795,-121.7327,46.5775,-122.3919
53043,53057,3,48.4795,-121.7327,47.5763,-118.4187
53045,53057,32,48.4795,-121.7327,47.348,-123.1921
53047,53057,3,48.4795,-121.7327,48.5488,-119.7408
53049,53057,4,48.4795,-121.7327,46.5553,-123.7047
53053,53057,111,48.4795,-121.7327,47.0267,-122.1116
53055,53057,72,48.4795,-121.7327,48.5786,-122.9535
53059,53057,9,48.4795,-121.7327,46.0226,-121.9148
53061,53057,"1,607",48.4795,-121.7327,48.0476,-121.6979
53063,53057,299,48.4795,-121.7327,47.6207,-117.404
53065,53057,2,48.4795,-121.7327,48.3989,-117.8551
53067,53057,17,48.4795,-121.7327,46.9268,-122.8328
53071,53057,32,48.4795,-121.7327,46.2297,-118.4786
53073,53057,561,48.4795,-121.7327,48.8256,-121.7206
53075,53057,67,48.4795,-121.7327,46.9013,-117.523
53077,53057,11,48.4795,-121.7327,46.4568,-120.7387
41007,53059,3,46.0226,-121.9148,45.9948,-123.6562
41051,53059,84,46.0226,-121.9148,45.5465,-122.4147
41053,53059,8,46.0226,-121.9148,44.9035,-123.4131
41055,53059,3,46.0226,-121.9148,45.4052,-120.6894
41057,53059,2,46.0226,-121.9148,45.4634,-123.7128
41061,53059,9,46.0226,-121.9148,45.3105,-118.009
41067,53059,13,46.0226,-121.9148,45.5598,-123.0983
53005,53059,13,46.0226,-121.9148,46.2396,-119.5112
53011,53059,142,46.0226,-121.9148,45.7793,-122.4826
53031,53059,16,46.0226,-121.9148,47.749,-123.5939
53033,53059,9,46.0226,-121.9148,47.49,-121.8065
53039,53059,10,46.0226,-121.9148,45.8735,-120.7888
53041,53059,12,46.0226,-121.9148,46.5775,-122.3919
53061,53059,53,46.0226,-121.9148,48.0476,-121.6979
53063,53059,77,46.0226,-121.9148,47.6207,-117.404
41005,53061,100,48.0476,-121.6979,45.1879,-122.2203
41007,53061,5,48.0476,-121.6979,45.9948,-123.6562
41009,53061,39,48.0476,-121.6979,45.9437,-123.0891
41017,53061,55,48.0476,-121.6979,43.9146,-121.2269
41019,53061,9,48.0476,-121.6979,43.2795,-123.1666
41029,53061,111,48.0476,-121.6979,42.4321,-122.7283
41039,53061,44,48.0476,-121.6979,43.9386,-122.8473
41041,53061,29,48.0476,-121.6979,44.6418,-123.8681
41043,53061,22,48.0476,-121.6979,44.4887,-122.5341
41045,53061,8,48.0476,-121.6979,43.1935,-117.6231
41047,53061,98,48.0476,-121.6979,44.9032,-122.5846
41049,53061,41,48.0476,-121.6979,45.4193,-119.5848
41051,53061,391,48.0476,-121.6979,45.5465,-122.4147
41053,53061,18,48.0476,-121.6979,44.9035,-123.4131
41057,53061,13,48.0476,-121.6979,45.4634,-123.7128
41059,53061,14,48.0476,-121.6979,45.5916,-118.7366
41061,53061,68,48.0476,-121.6979,45.3105,-118.009
41067,53061,265,48.0476,-121.6979,45.5598,-123.0983
41071,53061,13,48.0476,-121.6979,45.2326,-123.3078
16001,53061,139,48.0476,-121.6979,43.4508,-116.2413
16003,53061,16,48.0476,-121.6979,44.8894,-116.4539
16005,53061,31,48.0476,-121.6979,42.6683,-112.2244
16009,53061,10,48.0476,-121.6979,47.2169,-116.6588
16017,53061,41,48.0476,-121.6979,48.3001,-116.6014
16019,53061,92,48.0476,-121.6979,43.388,-111.6148
16027,53061,162,48.0476,-121.6979,43.6249,-116.7093
16055,53061,39,48.0476,-121.6979,47.6743,-116.7018
16059,53061,15,48.0476,-121.6979,44.9436,-113.9336
16061,53061,2,48.0476,-121.6979,46.237,-116.4262
16065,53061,59,48.0476,-121.6979,43.7843,-111.6604
16069,53061,13,48.0476,-121.6979,46.327,-116.7499
16079,53061,11,48.0476,-121.6979,47.3532,-115.8925
16083,53061,73,48.0476,-121.6979,42.3562,-114.6682
16085,53061,2,48.0476,-121.6979,44.7664,-115.5665
53001,53061,25,48.0476,-121.6979,46.9837,-118.5604
53005,53061,272,48.0476,-121.6979,46.2396,-119.5112
53007,53061,359,48.0476,-121.6979,47.8692,-120.6189
53009,53061,48,48.0476,-121.6979,48.0491,-123.9274
53011,53061,363,48.0476,-121.6979,45.7793,-122.4826
53015,53061,63,48.0476,-121.6979,46.1935,-122.6809
53017,53061,38,48.0476,-121.6979,47.7363,-119.6915
53019,53061,34,48.0476,-121.6979,48.4704,-118.5165
53021,53061,183,48.0476,-121.6979,46.535,-118.8986
53025,53061,302,48.0476,-121.6979,47.2056,-119.4516
53027,53061,361,48.0476,-121.6979,47.1498,-123.7732
53029,53061,"1,087",48.0476,-121.6979,48.1638,-122.5494
53031,53061,117,48.0476,-121.6979,47.749,-123.5939
53033,53061,"11,492",48.0476,-121.6979,47.49,-121.8065
53035,53061,719,48.0476,-121.6979,47.6134,-122.6734
53037,53061,711,48.0476,-121.6979,47.1245,-120.6796
53039,53061,50,48.0476,-121.6979,45.8735,-120.7888
53041,53061,227,48.0476,-121.6979,46.5775,-122.3919
53045,53061,289,48.0476,-121.6979,47.348,-123.1921
53047,53061,35,48.0476,-121.6979,48.5488,-119.7408
53049,53061,15,48.0476,-121.6979,46.5553,-123.7047
53051,53061,16,48.0476,-121.6979,48.5324,-117.2739
53053,53061,"1,187",48.0476,-121.6979,47.0267,-122.1116
53055,53061,72,48.0476,-121.6979,48.5786,-122.9535
53057,53061,"1,078",48.0476,-121.6979,48.4795,-121.7327
53059,53061,22,48.0476,-121.6979,46.0226,-121.9148
53063,53061,"1,282",48.0476,-121.6979,47.6207,-117.404
53065,53061,46,48.0476,-121.6979,48.3989,-117.8551
53067,53061,285,48.0476,-121.6979,46.9268,-122.8328
53071,53061,132,48.0476,-121.6979,46.2297,-118.4786
53073,53061,"1,294",48.0476,-121.6979,48.8256,-121.7206
53075,53061,600,48.0476,-121.6979,46.9013,-117.523
53077,53061,142,48.0476,-121.6979,46.4568,-120.7387
41003,53063,2,47.6207,-117.404,44.4917,-123.4285
41005,53063,107,47.6207,-117.404,45.1879,-122.2203
41007,53063,6,47.6207,-117.404,45.9948,-123.6562
41011,53063,13,47.6207,-117.404,43.1742,-124.0597
41013,53063,6,47.6207,-117.404,44.1422,-120.356
41015,53063,18,47.6207,-117.404,42.4576,-124.1563
41017,53063,47,47.6207,-117.404,43.9146,-121.2269
41029,53063,3,47.6207,-117.404,42.4321,-122.7283
41031,53063,25,47.6207,-117.404,44.6294,-121.1764
41039,53063,106,47.6207,-117.404,43.9386,-122.8473
41043,53063,33,47.6207,-117.404,44.4887,-122.5341
41045,53063,24,47.6207,-117.404,43.1935,-117.6231
41051,53063,196,47.6207,-117.404,45.5465,-122.4147
41059,53063,64,47.6207,-117.404,45.5916,-118.7366
41061,53063,13,47.6207,-117.404,45.3105,-118.009
41063,53063,3,47.6207,-117.404,45.5798,-117.1809
41067,53063,13,47.6207,-117.404,45.5598,-123.0983
16001,53063,295,47.6207,-117.404,43.4508,-116.2413
16005,53063,7,47.6207,-117.404,42.6683,-112.2244
16009,53063,53,47.6207,-117.404,47.2169,-116.6588
16011,53063,54,47.6207,-117.404,43.2165,-112.3979
16017,53063,125,47.6207,-117.404,48.3001,-116.6014
16019,53063,64,47.6207,-117.404,43.388,-111.6148
16027,53063,82,47.6207,-117.404,43.6249,-116.7093
16029,53063,2,47.6207,-117.404,42.7706,-111.5624
16035,53063,25,47.6207,-117.404,46.6736,-115.6564
16039,53063,21,47.6207,-117.404,43.3538,-115.4695
16041,53063,2,47.6207,-117.404,42.1812,-111.8132
16049,53063,35,47.6207,-117.404,45.8441,-115.4671
16053,53063,1,47.6207,-117.404,42.6899,-114.2645
16055,53063,"1,040",47.6207,-117.404,47.6743,-116.7018
16057,53063,116,47.6207,-117.404,46.8156,-116.7116
16061,53063,6,47.6207,-117.404,46.237,-116.4262
16065,53063,86,47.6207,-117.404,43.7843,-111.6604
16067,53063,1,47.6207,-117.404,42.8542,-113.6376
16069,53063,66,47.6207,-117.404,46.327,-116.7499
16073,53063,61,47.6207,-117.404,42.5814,-116.1699
16079,53063,5,47.6207,-117.404,47.3532,-115.8925
53001,53063,47,47.6207,-117.404,46.9837,-118.5604
53003,53063,37,47.6207,-117.404,46.1918,-117.2027
53005,53063,624,47.6207,-117.404,46.2396,-119.5112
53007,53063,191,47.6207,-117.404,47.8692,-120.6189
53009,53063,61,47.6207,-117.404,48.0491,-123.9274
53011,53063,699,47.6207,-117.404,45.7793,-122.4826
53013,53063,25,47.6207,-117.404,46.2971,-117.9067
53015,53063,74,47.6207,-117.404,46.1935,-122.6809
53017,53063,31,47.6207,-117.404,47.7363,-119.6915
53019,53063,80,47.6207,-117.404,48.4704,-118.5165
53021,53063,136,47.6207,-117.404,46.535,-118.8986
53025,53063,308,47.6207,-117.404,47.2056,-119.4516
53027,53063,110,47.6207,-117.404,47.1498,-123.7732
53029,53063,20,47.6207,-117.404,48.1638,-122.5494
53031,53063,65,47.6207,-117.404,47.749,-123.5939
53033,53063,"1,920",47.6207,-117.404,47.49,-121.8065
53035,53063,119,47.6207,-117.404,47.6134,-122.6734
53037,53063,160,47.6207,-117.404,47.1245,-120.6796
53039,53063,17,47.6207,-117.404,45.8735,-120.7888
53041,53063,84,47.6207,-117.404,46.5775,-122.3919
53043,53063,221,47.6207,-117.404,47.5763,-118.4187
53045,53063,28,47.6207,-117.404,47.348,-123.1921
53047,53063,77,47.6207,-117.404,48.5488,-119.7408
53049,53063,7,47.6207,-117.404,46.5553,-123.7047
53051,53063,296,47.6207,-117.404,48.5324,-117.2739
53053,53063,495,47.6207,-117.404,47.0267,-122.1116
53055,53063,9,47.6207,-117.404,48.5786,-122.9535
53057,53063,89,47.6207,-117.404,48.4795,-121.7327
53061,53063,511,47.6207,-117.404,48.0476,-121.6979
53065,53063,849,47.6207,-117.404,48.3989,-117.8551
53067,53063,406,47.6207,-117.404,46.9268,-122.8328
53071,53063,260,47.6207,-117.404,46.2297,-118.4786
53073,53063,209,47.6207,-117.404,48.8256,-121.7206
53075,53063,818,47.6207,-117.404,46.9013,-117.523
53077,53063,280,47.6207,-117.404,46.4568,-120.7387
41051,53065,21,48.3989,-117.8551,45.5465,-122.4147
16001,53065,25,48.3989,-117.8551,43.4508,-116.2413
16017,53065,2,48.3989,-117.8551,48.3001,-116.6014
16027,53065,10,48.3989,-117.8551,43.6249,-116.7093
16055,53065,22,48.3989,-117.8551,47.6743,-116.7018
16069,53065,70,48.3989,-117.8551,46.327,-116.7499
16073,53065,3,48.3989,-117.8551,42.5814,-116.1699
53001,53065,3,48.3989,-117.8551,46.9837,-118.5604
53003,53065,121,48.3989,-117.8551,46.1918,-117.2027
53007,53065,3,48.3989,-117.8551,47.8692,-120.6189
53011,53065,10,48.3989,-117.8551,45.7793,-122.4826
53017,53065,1,48.3989,-117.8551,47.7363,-119.6915
53019,53065,124,48.3989,-117.8551,48.4704,-118.5165
53025,53065,76,48.3989,-117.8551,47.2056,-119.4516
53029,53065,39,48.3989,-117.8551,48.1638,-122.5494
53033,53065,125,48.3989,-117.8551,47.49,-121.8065
53037,53065,12,48.3989,-117.8551,47.1245,-120.6796
53041,53065,15,48.3989,-117.8551,46.5775,-122.3919
53043,53065,36,48.3989,-117.8551,47.5763,-118.4187
53047,53065,23,48.3989,-117.8551,48.5488,-119.7408
53053,53065,186,48.3989,-117.8551,47.0267,-122.1116
53057,53065,17,48.3989,-117.8551,48.4795,-121.7327
53061,53065,40,48.3989,-117.8551,48.0476,-121.6979
53063,53065,"1,056",48.3989,-117.8551,47.6207,-117.404
53067,53065,39,48.3989,-117.8551,46.9268,-122.8328
53071,53065,17,48.3989,-117.8551,46.2297,-118.4786
53073,53065,39,48.3989,-117.8551,48.8256,-121.7206
53075,53065,88,48.3989,-117.8551,46.9013,-117.523
41003,53067,33,46.9268,-122.8328,44.4917,-123.4285
41005,53067,29,46.9268,-122.8328,45.1879,-122.2203
41007,53067,78,46.9268,-122.8328,45.9948,-123.6562
41017,53067,56,46.9268,-122.8328,43.9146,-121.2269
41019,53067,1,46.9268,-122.8328,43.2795,-123.1666
41029,53067,138,46.9268,-122.8328,42.4321,-122.7283
41033,53067,107,46.9268,-122.8328,42.3652,-123.5556
41035,53067,2,46.9268,-122.8328,42.6863,-121.65
41039,53067,124,46.9268,-122.8328,43.9386,-122.8473
41041,53067,21,46.9268,-122.8328,44.6418,-123.8681
41047,53067,155,46.9268,-122.8328,44.9032,-122.5846
41051,53067,222,46.9268,-122.8328,45.5465,-122.4147
41061,53067,19,46.9268,-122.8328,45.3105,-118.009
41067,53067,31,46.9268,-122.8328,45.5598,-123.0983
41071,53067,28,46.9268,-122.8328,45.2326,-123.3078
16001,53067,77,46.9268,-122.8328,43.4508,-116.2413
16015,53067,1,46.9268,-122.8328,43.9891,-115.7302
16027,53067,12,46.9268,-122.8328,43.6249,-116.7093
16049,53067,8,46.9268,-122.8328,45.8441,-115.4671
16055,53067,1,46.9268,-122.8328,47.6743,-116.7018
16057,53067,33,46.9268,-122.8328,46.8156,-116.7116
16059,53067,6,46.9268,-122.8328,44.9436,-113.9336
16073,53067,9,46.9268,-122.8328,42.5814,-116.1699
16083,53067,32,46.9268,-122.8328,42.3562,-114.6682
16085,53067,3,46.9268,-122.8328,44.7664,-115.5665
16087,53067,2,46.9268,-122.8328,44.4527,-116.7851
53005,53067,25,46.9268,-122.8328,46.2396,-119.5112
53007,53067,33,46.9268,-122.8328,47.8692,-120.6189
53009,53067,46,46.9268,-122.8328,48.0491,-123.9274
53011,53067,378,46.9268,-122.8328,45.7793,-122.4826
53015,53067,32,46.9268,-122.8328,46.1935,-122.6809
53017,53067,1,46.9268,-122.8328,47.7363,-119.6915
53021,53067,52,46.9268,-122.8328,46.535,-118.8986
53025,53067,22,46.9268,-122.8328,47.2056,-119.4516
53027,53067,260,46.9268,-122.8328,47.1498,-123.7732
53029,53067,95,46.9268,-122.8328,48.1638,-122.5494
53031,53067,13,46.9268,-122.8328,47.749,-123.5939
53033,53067,"1,353",46.9268,-122.8328,47.49,-121.8065
53035,53067,111,46.9268,-122.8328,47.6134,-122.6734
53037,53067,204,46.9268,-122.8328,47.1245,-120.6796
53039,53067,6,46.9268,-122.8328,45.8735,-120.7888
53041,53067,"1,347",46.9268,-122.8328,46.5775,-122.3919
53045,53067,976,46.9268,-122.8328,47.348,-123.1921
53047,53067,63,46.9268,-122.8328,48.5488,-119.7408
53049,53067,35,46.9268,-122.8328,46.5553,-123.7047
53053,53067,"2,699",46.9268,-122.8328,47.0267,-122.1116
53055,53067,15,46.9268,-122.8328,48.5786,-122.9535
53057,53067,37,46.9268,-122.8328,48.4795,-121.7327
53061,53067,270,46.9268,-122.8328,48.0476,-121.6979
53063,53067,201,46.9268,-122.8328,47.6207,-117.404
53065,53067,21,46.9268,-122.8328,48.3989,-117.8551
53071,53067,44,46.9268,-122.8328,46.2297,-118.4786
53073,53067,328,46.9268,-122.8328,48.8256,-121.7206
53075,53067,222,46.9268,-122.8328,46.9013,-117.523
53077,53067,116,46.9268,-122.8328,46.4568,-120.7387
16001,53069,2,46.2923,-123.4246,43.4508,-116.2413
16027,53069,2,46.2923,-123.4246,43.6249,-116.7093
16053,53069,1,46.2923,-123.4246,42.6899,-114.2645
16069,53069,2,46.2923,-123.4246,46.327,-116.7499
53011,53069,40,46.2923,-123.4246,45.7793,-122.4826
53015,53069,126,46.2923,-123.4246,46.1935,-122.6809
53033,53069,2,46.2923,-123.4246,47.49,-121.8065
53035,53069,21,46.2923,-123.4246,47.6134,-122.6734
53041,53069,15,46.2923,-123.4246,46.5775,-122.3919
53049,53069,17,46.2923,-123.4246,46.5553,-123.7047
53053,53069,26,46.2923,-123.4246,47.0267,-122.1116
53063,53069,1,46.2923,-123.4246,47.6207,-117.404
53067,53069,11,46.2923,-123.4246,46.9268,-122.8328
53071,53069,44,46.2923,-123.4246,46.2297,-118.4786
41003,53071,14,46.2297,-118.4786,44.4917,-123.4285
41009,53071,8,46.2297,-118.4786,45.9437,-123.0891
41017,53071,63,46.2297,-118.4786,43.9146,-121.2269
41035,53071,8,46.2297,-118.4786,42.6863,-121.65
41045,53071,3,46.2297,-118.4786,43.1935,-117.6231
41047,53071,9,46.2297,-118.4786,44.9032,-122.5846
41051,53071,36,46.2297,-118.4786,45.5465,-122.4147
41059,53071,90,46.2297,-118.4786,45.5916,-118.7366
41061,53071,20,46.2297,-118.4786,45.3105,-118.009
41063,53071,4,46.2297,-118.4786,45.5798,-117.1809
41065,53071,17,46.2297,-118.4786,45.1602,-121.1676
41067,53071,11,46.2297,-118.4786,45.5598,-123.0983
41071,53071,21,46.2297,-118.4786,45.2326,-123.3078
16001,53071,16,46.2297,-118.4786,43.4508,-116.2413
16009,53071,4,46.2297,-118.4786,47.2169,-116.6588
16011,53071,1,46.2297,-118.4786,43.2165,-112.3979
16015,53071,4,46.2297,-118.4786,43.9891,-115.7302
16041,53071,1,46.2297,-118.4786,42.1812,-111.8132
16067,53071,1,46.2297,-118.4786,42.8542,-113.6376
53005,53071,153,46.2297,-118.4786,46.2396,-119.5112
53009,53071,12,46.2297,-118.4786,48.0491,-123.9274
53011,53071,102,46.2297,-118.4786,45.7793,-122.4826
53013,53071,143,46.2297,-118.4786,46.2971,-117.9067
53015,53071,51,46.2297,-118.4786,46.1935,-122.6809
53021,53071,308,46.2297,-118.4786,46.535,-118.8986
53025,53071,71,46.2297,-118.4786,47.2056,-119.4516
53027,53071,197,46.2297,-118.4786,47.1498,-123.7732
53031,53071,34,46.2297,-118.4786,47.749,-123.5939
53033,53071,253,46.2297,-118.4786,47.49,-121.8065
53035,53071,2,46.2297,-118.4786,47.6134,-122.6734
53037,53071,49,46.2297,-118.4786,47.1245,-120.6796
53041,53071,19,46.2297,-118.4786,46.5775,-122.3919
53043,53071,4,46.2297,-118.4786,47.5763,-118.4187
53045,53071,93,46.2297,-118.4786,47.348,-123.1921
53053,53071,18,46.2297,-118.4786,47.0267,-122.1116
53057,53071,1,46.2297,-118.4786,48.4795,-121.7327
53061,53071,231,46.2297,-118.4786,48.0476,-121.6979
53063,53071,335,46.2297,-118.4786,47.6207,-117.404
53067,53071,69,46.2297,-118.4786,46.9268,-122.8328
53073,53071,199,46.2297,-118.4786,48.8256,-121.7206
53075,53071,115,46.2297,-118.4786,46.9013,-117.523
53077,53071,37,46.2297,-118.4786,46.4568,-120.7387
41003,53073,20,48.8256,-121.7206,44.4917,-123.4285
41005,53073,58,48.8256,-121.7206,45.1879,-122.2203
41007,53073,28,48.8256,-121.7206,45.9948,-123.6562
41039,53073,82,48.8256,-121.7206,43.9386,-122.8473
